    p    n    -0.78235    -1.80574  -1
 30.00  7.00    0.273    0.543    1.862
100.00  7.00    0.167    2.703    4.367
  0.01  8.00    0.083  -99.999    0.507
  0.10  8.00    0.083  -99.999    0.507
  0.20  8.00    0.083  -79.232    0.507
  0.40  8.00    0.083  -41.201    0.507
  0.70  8.00    0.084  -24.645    0.508
  1.00  8.00    0.084  -17.885    0.509
  1.50  8.00    0.086  -12.485    0.512
  2.00  8.00    0.088   -9.685    0.519
  3.00  8.00    0.096   -6.751    0.546
  5.00  8.00    0.125   -4.207    0.635
 10.00  8.00    0.202   -1.862    0.823
 30.00  8.00    0.268    0.513    1.835
100.00  8.00    0.167    2.702    4.366
  0.01  9.00   -0.981  -99.999   -0.966
  0.10  9.00   -0.981  -99.999   -0.965
  0.20  9.00   -0.981  -99.999   -0.965
  0.40  9.00   -0.979  -75.655   -0.961
  0.70  9.00   -0.974  -44.345   -0.952
  1.00  9.00   -0.967  -31.689   -0.938
  1.50  9.00   -0.947  -21.711   -0.899
  2.00  9.00   -0.911  -16.629   -0.834
  3.00  9.00   -0.786  -11.426   -0.619
  5.00  9.00   -0.496   -7.100   -0.163
 10.00  9.00   -0.125   -3.477    0.399
 30.00  9.00    0.212    0.227    1.582
100.00  9.00    0.165    2.694    4.358
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
  0.40 10.00  -60.790  -99.999  -61.775
  0.70 10.00  -35.538  -87.104  -36.283
  1.00 10.00  -25.179  -61.627  -25.770
  1.50 10.00  -16.898  -41.680  -17.315
  2.00 10.00  -12.633  -31.617  -12.928
  3.00 10.00   -8.250  -21.439   -8.377
  5.00 10.00   -4.715  -13.149   -4.635
 10.00 10.00   -2.162   -6.597   -1.827
 30.00 10.00   -0.371   -0.971    0.568
100.00 10.00    0.136    2.612    4.275
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -89.703  -99.999  -90.298
  1.50 11.00  -59.900  -84.747  -60.323
  2.00 11.00  -44.876  -63.922  -45.178
  3.00 11.00  -29.737  -42.986  -29.871
  5.00 11.00  -17.600  -26.096  -17.530
 10.00 11.00   -8.605  -13.115   -8.282
 30.00 11.00   -2.501   -3.297   -1.656
100.00 11.00   -0.192    1.983    3.642
 fe60 mn60    -8.23400    -9.25739  -1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -99.999  -99.999  -99.999
  0.40  1.00  -99.999  -99.999  -99.999
  0.70  1.00  -68.133  -76.173  -68.867
  1.00  1.00  -48.202  -54.872  -48.777
  1.50  1.00  -32.443  -37.628  -32.834
  2.00  1.00  -24.429  -28.797  -24.687
  3.00  1.00  -16.258  -19.828  -16.323
  5.00  1.00   -9.510  -12.283   -9.320
 10.00  1.00   -4.111   -6.038   -3.550
 30.00  1.00    0.705   -1.484    1.819
100.00  1.00    4.028    0.012    5.663
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -99.999  -99.999  -99.999
  0.40  2.00  -99.999  -99.999  -99.999
  0.70  2.00  -67.720  -76.173  -68.454
  1.00  2.00  -48.180  -54.872  -48.755
  1.50  2.00  -32.442  -37.628  -32.833
  2.00  2.00  -24.429  -28.797  -24.687
  3.00  2.00  -16.258  -19.828  -16.323
  5.00  2.00   -9.510  -12.283   -9.320
 10.00  2.00   -4.111   -6.038   -3.550
 30.00  2.00    0.705   -1.484    1.819
100.00  2.00    4.028    0.012    5.663
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -99.999  -99.999  -99.999
  0.40  3.00  -99.999  -99.999  -99.999
  0.70  3.00  -66.771  -76.173  -67.505
  1.00  3.00  -47.974  -54.872  -48.549
  1.50  3.00  -32.427  -37.628  -32.818
  2.00  3.00  -24.426  -28.796  -24.684
  3.00  3.00  -16.257  -19.828  -16.322
  5.00  3.00   -9.510  -12.283   -9.320
 10.00  3.00   -4.111   -6.038   -3.550
 30.00  3.00    0.705   -1.484    1.819
100.00  3.00    4.028    0.012    5.663
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -99.999  -99.999  -99.999
  0.40  4.00  -99.999  -99.999  -99.999
  0.70  4.00  -65.765  -76.173  -66.499
  1.00  4.00  -47.152  -54.872  -47.727
  1.50  4.00  -32.285  -37.627  -32.677
  2.00  4.00  -24.394  -28.796  -24.652
  3.00  4.00  -16.252  -19.828  -16.317
  5.00  4.00   -9.510  -12.283   -9.319
 10.00  4.00   -4.111   -6.038   -3.550
 30.00  4.00    0.705   -1.484    1.819
100.00  4.00    4.028    0.012    5.663
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -99.999  -99.999  -99.999
  0.20  5.00  -99.999  -99.999  -99.999
  0.40  5.00  -99.999  -99.999  -99.999
  0.70  5.00  -64.699  -76.173  -65.433
  1.00  5.00  -46.121  -54.872  -46.696
  1.50  5.00  -31.552  -37.626  -31.943
  2.00  5.00  -24.106  -28.794  -24.364
  3.00  5.00  -16.198  -19.826  -16.264
  5.00  5.00   -9.501  -12.283   -9.310
 10.00  5.00   -4.110   -6.038   -3.549
 30.00  5.00    0.705   -1.484    1.819
100.00  5.00    4.028    0.012    5.663
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -99.999  -99.999  -99.999
  0.20  6.00  -99.999  -99.999  -99.999
  0.40  6.00  -99.999  -99.999  -99.999
  0.70  6.00  -63.149  -76.173  -63.883
  1.00  6.00  -44.818  -54.872  -45.393
  1.50  6.00  -30.415  -37.626  -30.806
  2.00  6.00  -23.139  -28.793  -23.398
  3.00  6.00  -15.756  -19.819  -15.822
  5.00  6.00   -9.419  -12.279   -9.228
 10.00  6.00   -4.102   -6.037   -3.540
 30.00  6.00    0.705   -1.484    1.820
100.00  6.00    4.028    0.012    5.663
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -99.999  -99.999  -99.999
  0.20  7.00  -99.999  -99.999  -99.999
  0.40  7.00  -99.999  -99.999  -99.999
  0.70  7.00  -59.469  -76.173  -60.202
  1.00  7.00  -42.158  -54.872  -42.732
  1.50  7.00  -28.507  -37.626  -28.898
  2.00  7.00  -21.577  -28.793  -21.836
  3.00  7.00  -14.546  -19.816  -14.612
  5.00  7.00   -8.810  -12.267   -8.620
 10.00  7.00   -4.014   -6.032   -3.453
 30.00  7.00    0.708   -1.483    1.823
100.00  7.00    4.028    0.012    5.663
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -99.999  -99.999  -99.999
  0.20  8.00  -99.999  -99.999  -99.999
  0.40  8.00  -86.800  -99.999  -87.778
  0.70  8.00  -50.628  -76.173  -51.360
  1.00  8.00  -35.944  -54.872  -36.519
  1.50  8.00  -24.323  -37.626  -24.715
  2.00  8.00  -18.392  -28.793  -18.652
  3.00  8.00  -12.329  -19.815  -12.397
  5.00  8.00   -7.329  -12.262   -7.141
 10.00  8.00   -3.372   -6.012   -2.814
 30.00  8.00    0.739   -1.478    1.854
100.00  8.00    4.029    0.012    5.664
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -99.999  -99.999  -99.999
  0.40  9.00  -52.394  -99.999  -53.375
  0.70  9.00  -30.988  -76.173  -31.721
  1.00  9.00  -22.211  -54.872  -22.786
  1.50  9.00  -15.179  -37.626  -15.572
  2.00  9.00  -11.536  -28.793  -11.798
  3.00  9.00   -7.749  -19.815   -7.822
  5.00  9.00   -4.536  -12.262   -4.359
 10.00  9.00   -1.833   -6.006   -1.285
 30.00  9.00    1.027   -1.445    2.143
100.00  9.00    4.037    0.015    5.672
  0.01 10.00    0.300  -99.999    0.508
  0.10 10.00    0.300  -99.999    0.508
  0.20 10.00    0.301  -99.999    0.509
  0.40 10.00    0.302  -99.999    0.511
  0.70 10.00    0.304  -76.173    0.516
  1.00 10.00    0.308  -54.872    0.524
  1.50 10.00    0.320  -37.626    0.545
  2.00 10.00    0.341  -28.793    0.580
  3.00 10.00    0.405  -19.815    0.686
  5.00 10.00    0.568  -12.262    0.942
 10.00 10.00    0.930   -6.006    1.511
 30.00 10.00    2.139   -1.408    3.270
100.00 10.00    4.119    0.041    5.755
  0.01 11.00    3.548  -99.999    4.608
  0.10 11.00    3.543  -99.999    4.601
  0.20 11.00    3.543  -99.999    4.601
  0.40 11.00    3.543  -99.999    4.601
  0.70 11.00    3.543  -76.173    4.601
  1.00 11.00    3.543  -54.872    4.602
  1.50 11.00    3.544  -37.626    4.603
  2.00 11.00    3.547  -28.793    4.606
  3.00 11.00    3.560  -19.815    4.621
  5.00 11.00    3.588  -12.262    4.653
 10.00 11.00    3.614   -6.006    4.696
 30.00 11.00    3.829   -1.406    5.073
100.00 11.00    4.724    0.151    6.373
 mn60 fe60     8.23400     9.25739   1
  0.01  1.00    0.712  -99.999    1.350
  0.10  1.00    0.712  -54.141    1.350
  0.20  1.00    0.712  -27.067    1.350
  0.40  1.00    0.690  -12.966    1.327
  0.70  1.00    0.581   -7.194    1.215
  1.00  1.00    0.471   -5.760    1.101
  1.50  1.00    0.347   -4.582    0.971
  2.00  1.00    0.270   -3.916    0.891
  3.00  1.00    0.180   -3.128    0.797
  5.00  1.00    0.104   -2.265    0.724
 10.00  1.00    0.090   -1.095    0.772
 30.00  1.00    0.128    1.186    2.309
100.00  1.00    0.089    3.804    5.417
  0.01  2.00    0.712  -99.999    1.350
  0.10  2.00    0.712  -55.143    1.350
  0.20  2.00    0.712  -28.067    1.350
  0.40  2.00    0.690  -13.966    1.327
  0.70  2.00    0.581   -7.607    1.215
  1.00  2.00    0.471   -5.782    1.101
  1.50  2.00    0.347   -4.583    0.971
  2.00  2.00    0.270   -3.916    0.891
  3.00  2.00    0.180   -3.128    0.797
  5.00  2.00    0.104   -2.265    0.724
 10.00  2.00    0.090   -1.095    0.772
 30.00  2.00    0.128    1.186    2.309
100.00  2.00    0.089    3.804    5.417
  0.01  3.00    0.712  -99.999    1.350
  0.10  3.00    0.712  -56.159    1.350
  0.20  3.00    0.712  -29.073    1.350
  0.40  3.00    0.690  -14.968    1.327
  0.70  3.00    0.581   -8.555    1.215
  1.00  3.00    0.471   -5.988    1.101
  1.50  3.00    0.347   -4.598    0.971
  2.00  3.00    0.270   -3.919    0.891
  3.00  3.00    0.180   -3.129    0.797
  5.00  3.00    0.104   -2.266    0.724
 10.00  3.00    0.090   -1.095    0.772
 30.00  3.00    0.128    1.186    2.309
100.00  3.00    0.089    3.804    5.417
  0.01  4.00    0.712  -99.999    1.350
  0.10  4.00    0.712  -57.319    1.350
  0.20  4.00    0.712  -30.128    1.350
  0.40  4.00    0.690  -15.986    1.327
  0.70  4.00    0.581   -9.561    1.215
  1.00  4.00    0.471   -6.809    1.101
  1.50  4.00    0.347   -4.739    0.971
  2.00  4.00    0.270   -3.950    0.891
  3.00  4.00    0.180   -3.134    0.797
  5.00  4.00    0.104   -2.266    0.724
 10.00  4.00    0.090   -1.095    0.772
 30.00  4.00    0.128    1.186    2.309
100.00  4.00    0.089    3.804    5.417
  0.01  5.00    0.712  -99.999    1.350
  0.10  5.00    0.712  -59.668    1.350
  0.20  5.00    0.712  -31.630    1.350
  0.40  5.00    0.690  -17.157    1.327
  0.70  5.00    0.581  -10.628    1.215
  1.00  5.00    0.471   -7.841    1.100
  1.50  5.00    0.347   -5.472    0.971
  2.00  5.00    0.270   -4.237    0.891
  3.00  5.00    0.180   -3.186    0.797
  5.00  5.00    0.104   -2.274    0.724
 10.00  5.00    0.090   -1.096    0.772
 30.00  5.00    0.128    1.186    2.309
100.00  5.00    0.089    3.804    5.417
  0.01  6.00    0.711  -99.999    1.348
  0.10  6.00    0.711  -67.862    1.348
  0.20  6.00    0.710  -35.813    1.348
  0.40  6.00    0.689  -19.431    1.325
  0.70  6.00    0.580  -12.177    1.213
  1.00  6.00    0.469   -9.144    1.098
  1.50  6.00    0.346   -6.608    0.969
  2.00  6.00    0.269   -5.202    0.889
  3.00  6.00    0.179   -3.623    0.795
  5.00  6.00    0.103   -2.354    0.723
 10.00  6.00    0.090   -1.104    0.771
 30.00  6.00    0.128    1.186    2.309
100.00  6.00    0.089    3.804    5.417
  0.01  7.00    0.703  -99.999    1.334
  0.10  7.00    0.703  -92.908    1.334
  0.20  7.00    0.702  -48.358    1.334
  0.40  7.00    0.680  -25.747    1.311
  0.70  7.00    0.572  -15.861    1.199
  1.00  7.00    0.460  -11.807    1.084
  1.50  7.00    0.336   -8.519    0.954
  2.00  7.00    0.259   -6.767    0.874
  3.00  7.00    0.170   -4.834    0.781
  5.00  7.00    0.097   -2.954    0.711
 10.00  7.00    0.087   -1.190    0.759
 30.00  7.00    0.128    1.183    2.306
100.00  7.00    0.089    3.804    5.417
  0.01  8.00    0.643  -99.999    1.242
  0.10  8.00    0.643  -99.999    1.242
  0.20  8.00    0.643  -79.218    1.241
  0.40  8.00    0.621  -41.196    1.218
  0.70  8.00    0.510  -24.717    1.104
  1.00  8.00    0.397  -18.037    0.987
  1.50  8.00    0.270  -12.723    0.855
  2.00  8.00    0.192   -9.974    0.774
  3.00  8.00    0.103   -7.074    0.682
  5.00  8.00    0.035   -4.456    0.620
 10.00  8.00    0.052   -1.830    0.680
 30.00  8.00    0.123    1.152    2.276
100.00  8.00    0.088    3.803    5.416
  0.01  9.00    0.220  -99.999    0.637
  0.10  9.00    0.220  -99.999    0.637
  0.20  9.00    0.220  -99.999    0.637
  0.40  9.00    0.196  -75.649    0.613
  0.70  9.00    0.078  -44.418    0.492
  1.00  9.00   -0.045  -31.842    0.366
  1.50  9.00   -0.183  -21.950    0.224
  2.00  9.00   -0.267  -16.917    0.138
  3.00  9.00   -0.358  -11.749    0.051
  5.00  9.00   -0.399   -7.349    0.035
 10.00  9.00   -0.266   -3.446    0.260
 30.00  9.00    0.064    0.860    1.992
100.00  9.00    0.086    3.794    5.408
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -58.932  -99.999  -60.215
  0.40 10.00  -31.383  -99.999  -32.366
  0.70 10.00  -19.362  -87.177  -20.105
  1.00 10.00  -14.476  -61.779  -15.065
  1.50 10.00  -10.572  -41.919  -10.985
  2.00 10.00   -8.531  -31.906   -8.822
  3.00 10.00   -6.333  -21.762   -6.455
  5.00 10.00   -4.287  -13.398   -4.204
 10.00 10.00   -2.326   -6.566   -1.991
 30.00 10.00   -0.532   -0.344    0.845
100.00 10.00    0.058    3.712    5.324
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -78.970  -99.999  -79.565
  1.50 11.00  -53.544  -84.985  -53.967
  2.00 11.00  -40.747  -64.211  -41.048
  3.00 11.00  -27.797  -43.309  -27.931
  5.00 11.00  -17.158  -26.345  -17.086
 10.00 11.00   -8.762  -13.084   -8.439
 30.00 11.00   -2.660   -2.671   -1.439
100.00 11.00   -0.262    3.079    4.689
 co60 fe60    -0.23718    -1.26057  -1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -32.650  -83.055  -34.225
  0.20  1.00  -26.210  -45.634  -27.473
  0.40  1.00  -20.697  -26.948  -20.961
  0.70  1.00  -16.150  -18.947  -16.372
  1.00  1.00  -13.255  -15.632  -13.432
  1.50  1.00  -10.766  -12.759  -10.848
  2.00  1.00   -9.308  -11.111   -9.280
  3.00  1.00   -7.499   -9.046   -7.298
  5.00  1.00   -5.428   -6.615   -5.011
 10.00  1.00   -2.565   -3.793   -1.898
 30.00  1.00    1.232   -0.811    2.338
100.00  1.00    4.268    0.378    5.893
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -31.648  -83.055  -33.224
  0.20  2.00  -25.210  -45.634  -26.473
  0.40  2.00  -19.697  -26.948  -19.961
  0.70  2.00  -15.737  -18.947  -15.959
  1.00  2.00  -13.234  -15.632  -13.410
  1.50  2.00  -10.765  -12.759  -10.846
  2.00  2.00   -9.307  -11.111   -9.280
  3.00  2.00   -7.498   -9.046   -7.298
  5.00  2.00   -5.428   -6.615   -5.011
 10.00  2.00   -2.565   -3.793   -1.898
 30.00  2.00    1.232   -0.811    2.338
100.00  2.00    4.268    0.378    5.893
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -30.632  -83.055  -32.207
  0.20  3.00  -24.204  -45.634  -25.467
  0.40  3.00  -18.697  -26.948  -18.961
  0.70  3.00  -14.790  -18.947  -15.011
  1.00  3.00  -13.028  -15.631  -13.205
  1.50  3.00  -10.750  -12.759  -10.832
  2.00  3.00   -9.304  -11.111   -9.277
  3.00  3.00   -7.498   -9.046   -7.298
  5.00  3.00   -5.428   -6.615   -5.011
 10.00  3.00   -2.565   -3.793   -1.898
 30.00  3.00    1.232   -0.811    2.338
100.00  3.00    4.268    0.378    5.893
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -29.472  -83.055  -31.047
  0.20  4.00  -23.149  -45.634  -24.412
  0.40  4.00  -17.702  -26.948  -17.964
  0.70  4.00  -13.791  -18.947  -14.012
  1.00  4.00  -12.209  -15.631  -12.386
  1.50  4.00  -10.609  -12.758  -10.691
  2.00  4.00   -9.273  -11.110   -9.246
  3.00  4.00   -7.493   -9.046   -7.293
  5.00  4.00   -5.427   -6.615   -5.010
 10.00  4.00   -2.565   -3.793   -1.898
 30.00  4.00    1.232   -0.811    2.338
100.00  4.00    4.268    0.378    5.893
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -27.123  -83.055  -28.698
  0.20  5.00  -21.646  -45.634  -22.910
  0.40  5.00  -16.732  -26.948  -16.986
  0.70  5.00  -12.798  -18.947  -13.012
  1.00  5.00  -11.212  -15.631  -11.384
  1.50  5.00   -9.887  -12.757   -9.968
  2.00  5.00   -8.988  -11.108   -8.962
  3.00  5.00   -7.440   -9.045   -7.241
  5.00  5.00   -5.419   -6.615   -5.003
 10.00  5.00   -2.564   -3.793   -1.897
 30.00  5.00    1.232   -0.811    2.338
100.00  5.00    4.268    0.378    5.893
  0.01  6.00  -46.210  -99.999  -47.769
  0.10  6.00  -19.444  -83.055  -20.841
  0.20  6.00  -17.641  -45.634  -18.829
  0.40  6.00  -15.671  -26.948  -15.931
  0.70  6.00  -11.790  -18.947  -11.952
  1.00  6.00  -10.182  -15.631  -10.319
  1.50  6.00   -8.855  -12.757   -8.921
  2.00  6.00   -8.070  -11.106   -8.039
  3.00  6.00   -7.011   -9.039   -6.814
  5.00  6.00   -5.338   -6.612   -4.925
 10.00  6.00   -2.555   -3.793   -1.889
 30.00  6.00    1.232   -0.811    2.338
100.00  6.00    4.268    0.378    5.893
  0.01  7.00  -42.320  -99.999  -42.697
  0.10  7.00  -15.743  -83.055  -16.120
  0.20  7.00  -14.269  -45.634  -14.642
  0.40  7.00  -13.047  -26.948  -13.608
  0.70  7.00  -10.125  -18.947  -10.387
  1.00  7.00   -8.697  -15.631   -8.833
  1.50  7.00   -7.495  -12.757   -7.536
  2.00  7.00   -6.813  -11.106   -6.763
  3.00  7.00   -5.930   -9.036   -5.721
  5.00  7.00   -4.757   -6.602   -4.351
 10.00  7.00   -2.468   -3.788   -1.805
 30.00  7.00    1.235   -0.811    2.341
100.00  7.00    4.268    0.378    5.893
  0.01  8.00  -35.845  -99.999  -35.983
  0.10  8.00   -9.270  -83.055   -9.407
  0.20  8.00   -7.799  -45.634   -7.935
  0.40  8.00   -7.073  -26.948   -7.201
  0.70  8.00   -6.588  -18.947   -6.657
  1.00  8.00   -6.059  -15.631   -6.038
  1.50  8.00   -5.376  -12.757   -5.271
  2.00  8.00   -4.946  -11.106   -4.785
  3.00  8.00   -4.362   -9.036   -4.099
  5.00  8.00   -3.477   -6.599   -3.061
 10.00  8.00   -1.839   -3.770   -1.188
 30.00  8.00    1.266   -0.807    2.372
100.00  8.00    4.269    0.378    5.894
  0.01  9.00   -2.160  -99.999   -2.121
  0.10  9.00   -2.160  -83.055   -2.121
  0.20  9.00   -2.162  -45.634   -2.123
  0.40  9.00   -2.173  -26.948   -2.131
  0.70  9.00   -2.173  -18.947   -2.122
  1.00  9.00   -2.143  -15.631   -2.069
  1.50  9.00   -2.051  -12.757   -1.921
  2.00  9.00   -1.944  -11.106   -1.762
  3.00  9.00   -1.738   -9.036   -1.482
  5.00  9.00   -1.331   -6.599   -0.961
 10.00  9.00   -0.365   -3.765    0.255
 30.00  9.00    1.555   -0.780    2.662
100.00  9.00    4.277    0.381    5.902
  0.01 10.00    1.780  -99.999    2.375
  0.10 10.00    1.780  -83.055    2.375
  0.20 10.00    1.779  -45.634    2.374
  0.40 10.00    1.774  -26.948    2.369
  0.70 10.00    1.770  -18.947    2.364
  1.00 10.00    1.772  -15.631    2.366
  1.50 10.00    1.780  -12.757    2.377
  2.00 10.00    1.790  -11.106    2.390
  3.00 10.00    1.808   -9.036    2.416
  5.00 10.00    1.843   -6.599    2.474
 10.00 10.00    1.966   -3.765    2.687
 30.00 10.00    2.672   -0.750    3.796
100.00 10.00    4.360    0.404    5.985
  0.01 11.00    4.111  -99.999    5.255
  0.10 11.00    4.111  -83.055    5.255
  0.20 11.00    4.110  -45.634    5.254
  0.40 11.00    4.107  -26.948    5.250
  0.70 11.00    4.103  -18.947    5.246
  1.00 11.00    4.104  -15.631    5.247
  1.50 11.00    4.109  -12.757    5.253
  2.00 11.00    4.115  -11.106    5.259
  3.00 11.00    4.123   -9.036    5.268
  5.00 11.00    4.131   -6.599    5.278
 10.00 11.00    4.145   -3.765    5.303
 30.00 11.00    4.300   -0.748    5.572
100.00 11.00    4.967    0.504    6.605
 fe60 co60     0.23718     1.26057   1
  0.01  1.00  -13.843  -99.999  -14.735
  0.10  1.00  -13.843  -57.637  -14.735
  0.20  1.00  -13.843  -30.520  -14.735
  0.40  1.00  -13.828  -16.340  -14.688
  0.70  1.00  -10.871  -10.402  -10.494
  1.00  1.00   -9.093   -8.802   -8.828
  1.50  1.00   -7.706   -7.383   -7.357
  2.00  1.00   -6.930   -6.502   -6.406
  3.00  1.00   -5.524   -5.350   -4.983
  5.00  1.00   -3.517   -3.934   -2.997
 10.00  1.00   -1.492   -1.944   -0.787
 30.00  1.00   -0.387    0.824    1.950
100.00  1.00   -0.100    3.434    5.051
  0.01  2.00  -13.845  -99.999  -14.737
  0.10  2.00  -13.843  -58.639  -14.735
  0.20  2.00  -13.843  -31.520  -14.735
  0.40  2.00  -13.829  -17.340  -14.694
  0.70  2.00  -10.872  -10.815  -10.809
  1.00  2.00   -9.093   -8.824   -8.845
  1.50  2.00   -7.706   -7.384   -7.358
  2.00  2.00   -6.930   -6.502   -6.407
  3.00  2.00   -5.524   -5.350   -4.983
  5.00  2.00   -3.517   -3.934   -2.997
 10.00  2.00   -1.492   -1.944   -0.787
 30.00  2.00   -0.387    0.824    1.950
100.00  2.00   -0.100    3.434    5.051
  0.01  3.00  -13.857  -99.999  -14.754
  0.10  3.00  -13.848  -59.655  -14.742
  0.20  3.00  -13.846  -32.526  -14.739
  0.40  3.00  -13.831  -18.342  -14.696
  0.70  3.00  -10.872  -11.763  -11.203
  1.00  3.00   -9.093   -9.030   -8.998
  1.50  3.00   -7.706   -7.399   -7.370
  2.00  3.00   -6.930   -6.505   -6.409
  3.00  3.00   -5.524   -5.350   -4.984
  5.00  3.00   -3.517   -3.934   -2.997
 10.00  3.00   -1.492   -1.944   -0.787
 30.00  3.00   -0.387    0.824    1.950
100.00  3.00   -0.100    3.434    5.051
  0.01  4.00  -13.916  -99.999  -14.837
  0.10  4.00  -13.894  -60.815  -14.804
  0.20  4.00  -13.879  -33.581  -14.781
  0.40  4.00  -13.849  -19.359  -14.718
  0.70  4.00  -10.876  -12.769  -11.287
  1.00  4.00   -9.095   -9.851   -9.387
  1.50  4.00   -7.707   -7.540   -7.482
  2.00  4.00   -6.930   -6.537   -6.435
  3.00  4.00   -5.524   -5.356   -4.987
  5.00  4.00   -3.517   -3.934   -2.998
 10.00  4.00   -1.492   -1.944   -0.787
 30.00  4.00   -0.387    0.824    1.950
100.00  4.00   -0.100    3.434    5.051
  0.01  5.00  -14.230  -99.999  -15.269
  0.10  5.00  -14.205  -63.164  -15.224
  0.20  5.00  -14.147  -35.084  -15.127
  0.40  5.00  -14.024  -20.530  -14.916
  0.70  5.00  -10.912  -13.836  -11.343
  1.00  5.00   -9.123  -10.883   -9.536
  1.50  5.00   -7.724   -8.273   -7.919
  2.00  5.00   -6.938   -6.824   -6.656
  3.00  5.00   -5.525   -5.409   -5.019
  5.00  5.00   -3.518   -3.943   -3.000
 10.00  5.00   -1.492   -1.945   -0.788
 30.00  5.00   -0.387    0.824    1.950
100.00  5.00   -0.100    3.434    5.051
  0.01  6.00  -38.162  -99.999  -40.751
  0.10  6.00  -18.636  -71.358  -20.237
  0.20  6.00  -16.837  -39.266  -18.150
  0.40  6.00  -15.323  -22.804  -16.099
  0.70  6.00  -11.199  -15.385  -11.707
  1.00  6.00   -9.361  -12.186   -9.841
  1.50  6.00   -7.892   -9.410   -8.291
  2.00  6.00   -7.034   -7.790   -7.143
  3.00  6.00   -5.540   -5.849   -5.226
  5.00  6.00   -3.519   -4.024   -3.023
 10.00  6.00   -1.492   -1.954   -0.791
 30.00  6.00   -0.387    0.823    1.950
100.00  6.00   -0.100    3.434    5.051
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -43.682  -96.405  -45.283
  0.20  7.00  -28.571  -51.811  -29.409
  0.40  7.00  -18.064  -29.121  -18.839
  0.70  7.00  -13.215  -19.069  -13.919
  1.00  7.00  -11.009  -14.849  -11.634
  1.50  7.00   -8.988  -11.321   -9.354
  2.00  7.00   -7.590   -9.355   -7.666
  3.00  7.00   -5.679   -7.061   -5.521
  5.00  7.00   -3.547   -4.631   -3.137
 10.00  7.00   -1.497   -2.041   -0.826
 30.00  7.00   -0.388    0.820    1.947
100.00  7.00   -0.100    3.434    5.051
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -99.999  -99.999  -99.999
  0.20  8.00  -55.174  -82.671  -56.467
  0.40  8.00  -31.225  -44.569  -31.781
  0.70  8.00  -19.754  -27.925  -20.236
  1.00  8.00  -15.018  -21.079  -15.433
  1.50  8.00  -11.060  -15.525  -11.306
  2.00  8.00   -8.846  -12.562   -8.950
  3.00  8.00   -6.318   -9.301   -6.209
  5.00  8.00   -3.767   -6.136   -3.425
 10.00  8.00   -1.562   -2.687   -1.028
 30.00  8.00   -0.394    0.789    1.916
100.00  8.00   -0.100    3.433    5.050
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -99.999  -99.999  -99.999
  0.40  9.00  -60.310  -79.022  -61.293
  0.70  9.00  -35.593  -47.626  -36.323
  1.00  9.00  -25.494  -34.884  -26.055
  1.50  9.00  -17.386  -24.751  -17.723
  2.00  9.00  -13.138  -19.506  -13.320
  3.00  9.00   -8.678  -13.976   -8.681
  5.00  9.00   -4.927   -9.028   -4.746
 10.00  9.00   -2.113   -4.305   -1.729
 30.00  9.00   -0.471    0.497    1.628
100.00  9.00   -0.103    3.425    5.042
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
