    p    n    -0.78235    -1.80574  -1
  0.40 10.00  -99.999  -99.999  -99.999
  0.70 10.00  -76.928  -90.385  -77.677
  1.00 10.00  -54.044  -64.821  -54.641
  1.50 10.00  -36.069  -44.720  -36.496
  2.00 10.00  -26.973  -34.494  -27.281
  3.00 10.00  -17.764  -23.990  -17.907
  5.00 10.00  -10.297  -15.077  -10.243
 10.00 10.00   -4.743   -7.425   -4.455
 30.00 10.00   -1.177   -0.706    0.448
100.00 10.00   -0.132    3.342    4.958
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -79.102  -87.787  -79.529
  2.00 11.00  -59.245  -66.799  -59.552
  3.00 11.00  -39.277  -45.536  -39.420
  5.00 11.00  -23.209  -28.024  -23.155
 10.00 11.00  -11.220  -13.943  -10.930
 30.00 11.00   -3.355   -3.033   -1.861
100.00 11.00   -0.455    2.710    4.323
 ni60 co60    -2.82307    -3.84646  -1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -83.907  -99.999  -85.175
  0.40  1.00  -47.713  -58.271  -48.652
  0.70  1.00  -31.096  -36.159  -31.692
  1.00  1.00  -23.042  -27.126  -23.481
  1.50  1.00  -16.350  -19.688  -16.640
  2.00  1.00  -12.761  -15.533  -12.933
  3.00  1.00   -8.865  -10.968   -8.855
  5.00  1.00   -5.345   -6.807   -5.065
 10.00  1.00   -2.039   -3.328   -1.406
 30.00  1.00    1.556   -0.559    2.655
100.00  1.00    4.488    0.486    6.111
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -82.906  -99.999  -84.175
  0.40  2.00  -46.713  -58.271  -47.652
  0.70  2.00  -30.683  -36.159  -31.279
  1.00  2.00  -23.020  -27.126  -23.459
  1.50  2.00  -16.349  -19.688  -16.638
  2.00  2.00  -12.760  -15.533  -12.933
  3.00  2.00   -8.865  -10.968   -8.854
  5.00  2.00   -5.345   -6.807   -5.065
 10.00  2.00   -2.039   -3.328   -1.406
 30.00  2.00    1.556   -0.559    2.655
100.00  2.00    4.488    0.486    6.111
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -81.900  -99.999  -83.169
  0.40  3.00  -45.712  -58.271  -46.650
  0.70  3.00  -29.735  -36.159  -30.331
  1.00  3.00  -22.814  -27.126  -23.253
  1.50  3.00  -16.334  -19.688  -16.624
  2.00  3.00  -12.757  -15.533  -12.930
  3.00  3.00   -8.865  -10.968   -8.854
  5.00  3.00   -5.344   -6.807   -5.065
 10.00  3.00   -2.039   -3.328   -1.406
 30.00  3.00    1.556   -0.559    2.655
100.00  3.00    4.488    0.486    6.111
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -80.846  -99.999  -82.114
  0.40  4.00  -44.694  -58.271  -45.633
  0.70  4.00  -28.730  -36.159  -29.327
  1.00  4.00  -21.993  -27.126  -22.433
  1.50  4.00  -16.193  -19.688  -16.482
  2.00  4.00  -12.726  -15.533  -12.898
  3.00  4.00   -8.859  -10.968   -8.849
  5.00  4.00   -5.344   -6.807   -5.065
 10.00  4.00   -2.039   -3.328   -1.406
 30.00  4.00    1.556   -0.559    2.655
100.00  4.00    4.488    0.486    6.111
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -99.999  -99.999  -99.999
  0.20  5.00  -79.343  -99.999  -80.612
  0.40  5.00  -43.526  -58.271  -44.470
  0.70  5.00  -27.678  -36.159  -28.283
  1.00  5.00  -20.972  -27.126  -21.413
  1.50  5.00  -15.463  -19.687  -15.752
  2.00  5.00  -12.438  -15.532  -12.611
  3.00  5.00   -8.806  -10.967   -8.796
  5.00  5.00   -5.335   -6.807   -5.057
 10.00  5.00   -2.038   -3.328   -1.405
 30.00  5.00    1.556   -0.559    2.655
100.00  5.00    4.488    0.486    6.111
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -99.999  -99.999  -99.999
  0.20  6.00  -75.163  -99.999  -76.431
  0.40  6.00  -41.262  -58.271  -42.214
  0.70  6.00  -26.198  -36.159  -26.847
  1.00  6.00  -19.739  -27.126  -20.192
  1.50  6.00  -14.355  -19.686  -14.644
  2.00  6.00  -11.484  -15.531  -11.657
  3.00  6.00   -8.367  -10.963   -8.359
  5.00  6.00   -5.253   -6.805   -4.977
 10.00  6.00   -2.030   -3.328   -1.397
 30.00  6.00    1.556   -0.559    2.655
100.00  6.00    4.488    0.486    6.111
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -99.999  -99.999  -99.999
  0.20  7.00  -63.798  -99.999  -65.074
  0.40  7.00  -35.520  -58.271  -36.474
  0.70  7.00  -22.801  -36.159  -23.468
  1.00  7.00  -17.275  -27.126  -17.780
  1.50  7.00  -12.571  -19.686  -12.881
  2.00  7.00   -9.994  -15.530  -10.172
  3.00  7.00   -7.184  -10.961   -7.178
  5.00  7.00   -4.651   -6.796   -4.385
 10.00  7.00   -1.942   -3.323   -1.312
 30.00  7.00    1.559   -0.559    2.658
100.00  7.00    4.488    0.486    6.111
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -72.574  -99.999  -73.315
  0.20  8.00  -38.982  -99.999  -39.710
  0.40  8.00  -22.095  -58.271  -22.780
  0.70  8.00  -14.635  -36.159  -15.235
  1.00  8.00  -11.414  -27.126  -11.916
  1.50  8.00   -8.586  -19.686   -8.932
  2.00  8.00   -6.952  -15.530   -7.168
  3.00  8.00   -5.054  -10.960   -5.073
  5.00  8.00   -3.207   -6.793   -2.962
 10.00  8.00   -1.305   -3.305   -0.689
 30.00  8.00    1.590   -0.555    2.689
100.00  8.00    4.489    0.486    6.112
  0.01  9.00   -1.299  -99.999   -1.446
  0.10  9.00   -1.299  -99.999   -1.445
  0.20  9.00   -1.297  -99.999   -1.442
  0.40  9.00   -1.292  -58.271   -1.432
  0.70  9.00   -1.276  -36.159   -1.406
  1.00  9.00   -1.253  -27.126   -1.367
  1.50  9.00   -1.198  -19.686   -1.278
  2.00  9.00   -1.128  -15.530   -1.165
  3.00  9.00   -0.956  -10.960   -0.892
  5.00  9.00   -0.585   -6.793   -0.330
 10.00  9.00    0.212   -3.300    0.800
 30.00  9.00    1.879   -0.530    2.979
100.00  9.00    4.497    0.489    6.120
  0.01 10.00    2.316  -99.999    2.998
  0.10 10.00    2.316  -99.999    2.998
  0.20 10.00    2.316  -99.999    2.998
  0.40 10.00    2.316  -58.271    2.998
  0.70 10.00    2.317  -36.159    2.999
  1.00 10.00    2.317  -27.126    3.000
  1.50 10.00    2.319  -19.686    3.003
  2.00 10.00    2.321  -15.530    3.006
  3.00 10.00    2.323  -10.960    3.013
  5.00 10.00    2.321   -6.793    3.024
 10.00 10.00    2.407   -3.300    3.179
 30.00 10.00    2.992   -0.501    4.117
100.00 10.00    4.579    0.512    6.204
  0.01 11.00    4.430  -99.999    5.609
  0.10 11.00    4.430  -99.999    5.609
  0.20 11.00    4.430  -99.999    5.609
  0.40 11.00    4.430  -58.271    5.609
  0.70 11.00    4.430  -36.159    5.609
  1.00 11.00    4.430  -27.126    5.609
  1.50 11.00    4.430  -19.686    5.609
  2.00 11.00    4.430  -15.530    5.610
  3.00 11.00    4.429  -10.960    5.608
  5.00 11.00    4.421   -6.793    5.600
 10.00 11.00    4.435   -3.300    5.623
 30.00 11.00    4.584   -0.499    5.872
100.00 11.00    5.186    0.610    6.824
 co60 ni60     2.82307     3.84646   1
  0.01  1.00   -8.371  -99.999   -9.025
  0.10  1.00   -8.247  -57.938   -8.653
  0.20  1.00   -7.338  -30.817   -7.412
  0.40  1.00   -6.638  -16.651   -6.684
  0.70  1.00   -6.044  -10.718   -6.042
  1.00  1.00   -5.393   -9.083   -5.277
  1.50  1.00   -4.485   -7.573   -4.246
  2.00  1.00   -3.910   -6.623   -3.629
  3.00  1.00   -3.265   -5.417   -2.947
  5.00  1.00   -2.611   -4.041   -2.226
 10.00  1.00   -1.696   -2.134   -1.007
 30.00  1.00   -0.721    0.806    1.913
100.00  1.00   -0.265    3.552    5.162
  0.01  2.00   -8.372  -99.999   -9.026
  0.10  2.00   -8.247  -58.939   -8.653
  0.20  2.00   -7.338  -31.817   -7.412
  0.40  2.00   -6.638  -17.651   -6.684
  0.70  2.00   -6.044  -11.131   -6.042
  1.00  2.00   -5.393   -9.104   -5.277
  1.50  2.00   -4.485   -7.575   -4.246
  2.00  2.00   -3.910   -6.624   -3.629
  3.00  2.00   -3.265   -5.417   -2.947
  5.00  2.00   -2.611   -4.041   -2.226
 10.00  2.00   -1.696   -2.134   -1.007
 30.00  2.00   -0.721    0.806    1.913
100.00  2.00   -0.265    3.552    5.162
  0.01  3.00   -8.378  -99.999   -9.034
  0.10  3.00   -8.249  -59.956   -8.655
  0.20  3.00   -7.338  -32.823   -7.413
  0.40  3.00   -6.638  -18.653   -6.684
  0.70  3.00   -6.044  -12.079   -6.042
  1.00  3.00   -5.393   -9.310   -5.277
  1.50  3.00   -4.485   -7.589   -4.246
  2.00  3.00   -3.910   -6.627   -3.629
  3.00  3.00   -3.265   -5.418   -2.947
  5.00  3.00   -2.611   -4.041   -2.227
 10.00  3.00   -1.696   -2.134   -1.007
 30.00  3.00   -0.721    0.806    1.913
100.00  3.00   -0.265    3.552    5.162
  0.01  4.00   -8.406  -99.999   -9.074
  0.10  4.00   -8.267  -61.116   -8.670
  0.20  4.00   -7.341  -33.878   -7.415
  0.40  4.00   -6.639  -19.670   -6.686
  0.70  4.00   -6.045  -13.085   -6.043
  1.00  4.00   -5.393  -10.132   -5.278
  1.50  4.00   -4.485   -7.731   -4.246
  2.00  4.00   -3.910   -6.658   -3.629
  3.00  4.00   -3.265   -5.423   -2.947
  5.00  4.00   -2.611   -4.042   -2.227
 10.00  4.00   -1.696   -2.134   -1.007
 30.00  4.00   -0.721    0.806    1.913
100.00  4.00   -0.265    3.552    5.162
  0.01  5.00   -8.544  -99.999   -9.269
  0.10  5.00   -8.370  -63.465   -8.752
  0.20  5.00   -7.362  -35.381   -7.436
  0.40  5.00   -6.651  -20.841   -6.701
  0.70  5.00   -6.052  -14.152   -6.053
  1.00  5.00   -5.397  -11.164   -5.283
  1.50  5.00   -4.487   -8.464   -4.248
  2.00  5.00   -3.911   -6.945   -3.630
  3.00  5.00   -3.265   -5.476   -2.948
  5.00  5.00   -2.611   -4.050   -2.227
 10.00  5.00   -1.696   -2.135   -1.007
 30.00  5.00   -0.721    0.806    1.913
100.00  5.00   -0.265    3.552    5.162
  0.01  6.00   -9.596  -99.999  -10.714
  0.10  6.00   -8.838  -71.659   -8.995
  0.20  6.00   -7.453  -39.563   -7.533
  0.40  6.00   -6.719  -23.115   -6.791
  0.70  6.00   -6.105  -15.702   -6.123
  1.00  6.00   -5.430  -12.467   -5.322
  1.50  6.00   -4.502   -9.601   -4.267
  2.00  6.00   -3.920   -7.910   -3.644
  3.00  6.00   -3.270   -5.914   -2.958
  5.00  6.00   -2.613   -4.131   -2.235
 10.00  6.00   -1.697   -2.144   -1.011
 30.00  6.00   -0.721    0.806    1.913
100.00  6.00   -0.265    3.552    5.162
  0.01  7.00  -35.890  -99.999  -36.119
  0.10  7.00   -9.310  -96.705   -9.539
  0.20  7.00   -7.839  -52.108   -8.066
  0.40  7.00   -7.094  -29.432   -7.310
  0.70  7.00   -6.409  -19.385   -6.522
  1.00  7.00   -5.626  -15.130   -5.545
  1.50  7.00   -4.603  -11.511   -4.388
  2.00  7.00   -3.993   -9.476   -3.738
  3.00  7.00   -3.320   -7.125   -3.029
  5.00  7.00   -2.639   -4.733   -2.289
 10.00  7.00   -1.703   -2.230   -1.053
 30.00  7.00   -0.721    0.803    1.910
100.00  7.00   -0.265    3.551    5.162
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -32.047  -99.999  -33.568
  0.20  8.00  -19.594  -82.968  -20.662
  0.40  8.00  -12.071  -44.880  -12.080
  0.70  8.00   -8.110  -28.241   -8.046
  1.00  8.00   -6.443  -21.360   -6.361
  1.50  8.00   -5.104  -15.716   -5.000
  2.00  8.00   -4.412  -12.683   -4.285
  3.00  8.00   -3.662   -9.365   -3.482
  5.00  8.00   -2.876   -6.236   -2.601
 10.00  8.00   -1.791   -2.874   -1.308
 30.00  8.00   -0.728    0.772    1.879
100.00  8.00   -0.265    3.551    5.161
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -53.148  -99.999  -54.437
  0.40  9.00  -29.009  -79.333  -29.979
  0.70  9.00  -18.252  -47.942  -18.940
  1.00  9.00  -13.756  -35.164  -14.295
  1.50  9.00  -10.131  -24.942  -10.514
  2.00  9.00   -8.245  -19.626   -8.514
  3.00  9.00   -6.247  -14.040   -6.354
  5.00  9.00   -4.410   -9.129   -4.319
 10.00  9.00   -2.492   -4.491   -2.168
 30.00  9.00   -0.814    0.479    1.588
100.00  9.00   -0.267    3.542    5.153
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
  0.40 10.00  -99.999  -99.999  -99.999
  0.70 10.00  -60.486  -90.701  -61.238
  1.00 10.00  -43.256  -65.102  -43.857
  1.50 10.00  -29.733  -44.911  -30.165
  2.00 10.00  -22.898  -34.614  -23.212
  3.00 10.00  -15.954  -24.054  -16.105
  5.00 10.00  -10.151  -15.178  -10.111
 10.00 10.00   -5.285   -7.611   -5.016
 30.00 10.00   -1.555   -0.724    0.394
100.00 10.00   -0.295    3.459    5.069
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -72.763  -87.977  -73.194
  2.00 11.00  -55.166  -66.920  -55.479
  3.00 11.00  -37.463  -45.600  -37.614
  5.00 11.00  -23.059  -28.125  -23.016
 10.00 11.00  -11.751  -14.129  -11.473
 30.00 11.00   -3.699   -3.051   -1.921
100.00 11.00   -0.606    2.827    4.434
 cu60 ni60     6.12798     5.10459  -1
  0.01  1.00   -7.325   -3.354   -3.266
  0.10  1.00   -7.819   -3.351   -3.259
  0.20  1.00   -7.959   -3.252   -3.063
  0.40  1.00   -8.071   -2.960   -2.631
  0.70  1.00   -7.501   -2.760   -2.386
  1.00  1.00   -6.212   -2.657   -2.269
  1.50  1.00   -5.039   -2.534   -2.135
  2.00  1.00   -4.349   -2.436   -2.026
  3.00  1.00   -3.498   -2.266   -1.800
  5.00  1.00   -2.496   -1.942   -1.288
 10.00  1.00   -0.936   -1.384   -0.077
 30.00  1.00    1.840   -0.355    2.934
100.00  1.00    4.635    0.364    6.258
  0.01  2.00   -6.346   -3.354   -3.265
  0.10  2.00   -6.820   -3.351   -3.258
  0.20  2.00   -6.959   -3.252   -3.063
  0.40  2.00   -7.071   -2.960   -2.631
  0.70  2.00   -7.088   -2.760   -2.386
  1.00  2.00   -6.191   -2.657   -2.269
  1.50  2.00   -5.038   -2.534   -2.135
  2.00  2.00   -4.349   -2.436   -2.026
  3.00  2.00   -3.498   -2.266   -1.800
  5.00  2.00   -2.496   -1.942   -1.288
 10.00  2.00   -0.936   -1.384   -0.077
 30.00  2.00    1.840   -0.355    2.934
100.00  2.00    4.635    0.364    6.258
  0.01  3.00   -5.476   -3.354   -3.258
  0.10  3.00   -5.826   -3.351   -3.255
  0.20  3.00   -5.961   -3.252   -3.062
  0.40  3.00   -6.072   -2.960   -2.630
  0.70  3.00   -6.140   -2.760   -2.386
  1.00  3.00   -5.985   -2.657   -2.269
  1.50  3.00   -5.023   -2.534   -2.135
  2.00  3.00   -4.346   -2.436   -2.026
  3.00  3.00   -3.497   -2.266   -1.800
  5.00  3.00   -2.496   -1.942   -1.288
 10.00  3.00   -0.936   -1.384   -0.077
 30.00  3.00    1.840   -0.355    2.934
100.00  3.00    4.635    0.364    6.258
  0.01  4.00   -4.768   -3.354   -3.229
  0.10  4.00   -4.880   -3.351   -3.230
  0.20  4.00   -4.981   -3.252   -3.048
  0.40  4.00   -5.078   -2.960   -2.626
  0.70  4.00   -5.143   -2.760   -2.383
  1.00  4.00   -5.167   -2.657   -2.268
  1.50  4.00   -4.883   -2.534   -2.135
  2.00  4.00   -4.315   -2.436   -2.025
  3.00  4.00   -3.492   -2.266   -1.800
  5.00  4.00   -2.495   -1.942   -1.288
 10.00  4.00   -0.936   -1.384   -0.077
 30.00  4.00    1.840   -0.355    2.934
100.00  4.00    4.635    0.364    6.258
  0.01  5.00   -4.071   -3.354   -3.105
  0.10  5.00   -4.079   -3.351   -3.103
  0.20  5.00   -4.096   -3.252   -2.960
  0.40  5.00   -4.127   -2.960   -2.589
  0.70  5.00   -4.162   -2.760   -2.362
  1.00  5.00   -4.180   -2.657   -2.251
  1.50  5.00   -4.166   -2.534   -2.122
  2.00  5.00   -4.033   -2.436   -2.017
  3.00  5.00   -3.440   -2.265   -1.795
  5.00  5.00   -2.487   -1.942   -1.285
 10.00  5.00   -0.935   -1.384   -0.076
 30.00  5.00    1.840   -0.355    2.934
100.00  5.00    4.635    0.364    6.258
  0.01  6.00   -3.283   -3.354   -2.682
  0.10  6.00   -3.283   -3.351   -2.680
  0.20  6.00   -3.278   -3.252   -2.613
  0.40  6.00   -3.259   -2.960   -2.387
  0.70  6.00   -3.239   -2.760   -2.216
  1.00  6.00   -3.225   -2.657   -2.125
  1.50  6.00   -3.193   -2.534   -2.012
  2.00  6.00   -3.153   -2.436   -1.918
  3.00  6.00   -3.024   -2.265   -1.729
  5.00  6.00   -2.408   -1.941   -1.258
 10.00  6.00   -0.926   -1.384   -0.069
 30.00  6.00    1.841   -0.355    2.935
100.00  6.00    4.635    0.364    6.258
  0.01  7.00   -2.313   -3.354   -1.786
  0.10  7.00   -2.313   -3.351   -1.785
  0.20  7.00   -2.308   -3.252   -1.768
  0.40  7.00   -2.289   -2.960   -1.695
  0.70  7.00   -2.264   -2.760   -1.619
  1.00  7.00   -2.242   -2.657   -1.566
  1.50  7.00   -2.197   -2.534   -1.485
  2.00  7.00   -2.149   -2.436   -1.409
  3.00  7.00   -2.058   -2.265   -1.266
  5.00  7.00   -1.854   -1.939   -0.967
 10.00  7.00   -0.840   -1.381    0.003
 30.00  7.00    1.844   -0.355    2.938
100.00  7.00    4.635    0.364    6.258
  0.01  8.00   -1.124   -3.354   -0.520
  0.10  8.00   -1.124   -3.351   -0.520
  0.20  8.00   -1.120   -3.252   -0.513
  0.40  8.00   -1.105   -2.960   -0.483
  0.70  8.00   -1.085   -2.760   -0.447
  1.00  8.00   -1.067   -2.657   -0.419
  1.50  8.00   -1.030   -2.534   -0.366
  2.00  8.00   -0.989   -2.436   -0.311
  3.00  8.00   -0.909   -2.265   -0.210
  5.00  8.00   -0.745   -1.938   -0.009
 10.00  8.00   -0.227   -1.371    0.561
 30.00  8.00    1.875   -0.352    2.969
100.00  8.00    4.636    0.364    6.259
  0.01  9.00    0.673   -3.354    1.212
  0.10  9.00    0.673   -3.351    1.212
  0.20  9.00    0.674   -3.252    1.214
  0.40  9.00    0.675   -2.960    1.225
  0.70  9.00    0.678   -2.760    1.238
  1.00  9.00    0.683   -2.657    1.251
  1.50  9.00    0.696   -2.534    1.279
  2.00  9.00    0.713   -2.436    1.310
  3.00  9.00    0.752   -2.265    1.372
  5.00  9.00    0.843   -1.938    1.501
 10.00  9.00    1.121   -1.368    1.875
 30.00  9.00    2.164   -0.331    3.260
100.00  9.00    4.645    0.367    6.267
  0.01 10.00    2.843   -3.354    3.672
  0.10 10.00    2.843   -3.351    3.672
  0.20 10.00    2.842   -3.252    3.671
  0.40 10.00    2.839   -2.960    3.668
  0.70 10.00    2.834   -2.760    3.665
  1.00 10.00    2.831   -2.657    3.663
  1.50 10.00    2.828   -2.534    3.662
  2.00 10.00    2.827   -2.436    3.664
  3.00 10.00    2.829   -2.265    3.671
  5.00 10.00    2.841   -1.938    3.697
 10.00 10.00    2.899   -1.368    3.800
 30.00 10.00    3.264   -0.307    4.396
100.00 10.00    4.727    0.387    6.351
  0.01 11.00    4.715   -3.354    5.946
  0.10 11.00    4.715   -3.351    5.945
  0.20 11.00    4.714   -3.252    5.945
  0.40 11.00    4.711   -2.960    5.941
  0.70 11.00    4.706   -2.760    5.937
  1.00 11.00    4.703   -2.657    5.934
  1.50 11.00    4.699   -2.534    5.930
  2.00 11.00    4.697   -2.436    5.928
  3.00 11.00    4.694   -2.265    5.926
  5.00 11.00    4.694   -1.938    5.928
 10.00 11.00    4.705   -1.368    5.948
 30.00 11.00    4.801   -0.306    6.113
100.00 11.00    5.333    0.474    6.971
 ni60 cu60    -6.12798    -5.10459   1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -99.999  -99.999  -99.999
  0.40  1.00  -85.335  -79.547  -80.520
  0.70  1.00  -51.519  -45.851  -46.574
  1.00  1.00  -37.744  -33.108  -33.669
  1.50  1.00  -26.504  -22.991  -23.366
  2.00  1.00  -20.380  -17.756  -17.995
  3.00  1.00  -13.827  -12.280  -12.311
  5.00  1.00   -8.219   -7.586   -7.281
 10.00  1.00   -4.160   -3.682   -2.966
 30.00  1.00   -1.757    0.062    1.221
100.00  1.00   -0.615    2.914    4.564
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -99.999  -99.999  -99.999
  0.40  2.00  -85.335  -80.547  -81.520
  0.70  2.00  -51.519  -46.265  -46.987
  1.00  2.00  -37.744  -33.129  -33.691
  1.50  2.00  -26.504  -22.993  -23.367
  2.00  2.00  -20.380  -17.757  -17.996
  3.00  2.00  -13.827  -12.280  -12.311
  5.00  2.00   -8.219   -7.586   -7.281
 10.00  2.00   -4.160   -3.682   -2.966
 30.00  2.00   -1.757    0.062    1.221
100.00  2.00   -0.615    2.914    4.564
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -99.999  -99.999  -99.999
  0.40  3.00  -85.338  -81.549  -82.522
  0.70  3.00  -51.521  -47.213  -47.936
  1.00  3.00  -37.745  -33.335  -33.897
  1.50  3.00  -26.505  -23.007  -23.382
  2.00  3.00  -20.380  -17.760  -17.999
  3.00  3.00  -13.827  -12.280  -12.311
  5.00  3.00   -8.219   -7.586   -7.281
 10.00  3.00   -4.160   -3.682   -2.966
 30.00  3.00   -1.757    0.062    1.221
100.00  3.00   -0.615    2.914    4.564
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -99.999  -99.999  -99.999
  0.40  4.00  -85.365  -82.566  -83.539
  0.70  4.00  -51.532  -48.219  -48.942
  1.00  4.00  -37.750  -34.157  -34.718
  1.50  4.00  -26.506  -23.149  -23.524
  2.00  4.00  -20.380  -17.791  -18.030
  3.00  4.00  -13.827  -12.286  -12.317
  5.00  4.00   -8.219   -7.587   -7.281
 10.00  4.00   -4.160   -3.683   -2.966
 30.00  4.00   -1.757    0.062    1.221
100.00  4.00   -0.615    2.914    4.564
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -99.999  -99.999  -99.999
  0.20  5.00  -99.999  -99.999  -99.999
  0.40  5.00  -85.618  -83.737  -84.707
  0.70  5.00  -51.645  -49.285  -50.007
  1.00  5.00  -37.806  -35.189  -35.749
  1.50  5.00  -26.521  -23.882  -24.256
  2.00  5.00  -20.385  -18.080  -18.317
  3.00  5.00  -13.829  -12.339  -12.368
  5.00  5.00   -8.219   -7.595   -7.288
 10.00  5.00   -4.160   -3.683   -2.967
